CIR,2007_EX,2007_ES,2008_EX,2008_ES,2009_EX,2009_ES,2010_EX,2010_ES,2012_EX,2012_ES,2013_EX,2013_ES,2014_EX,2014_ES,2015_EX,2015_ES
11001,0.025377229080932786,0.012223789374706159,0.026878015161957272,0.01903435468895079,0.02675245513037589,0.01858736059479554,0.023752969121140142,0.016705336426914155,0.01991150442477876,0.013780431786862656,0.021452766277756868,0.016362786348761104,0.02141491395793499,0.01609935602575897,0.02140309155766944,0.016964695093993582
11002,0.020233196159122085,0.00846262341325811,0.022742935906271536,0.009749303621169917,0.022688791059939047,0.010687732342007435,0.023752969121140142,0.009280742459396751,0.02765486725663717,0.009186954524575103,0.027098231087692888,0.008882655446470314,0.027151051625239005,0.00919963201471941,0.028537455410225922,0.01054562127464466
11003,0.05246913580246913,0.019275975552421252,0.05444521019986216,0.027855153203342618,0.04774805282763291,0.02462825278810409,0.04648795385137428,0.02134570765661253,0.05125368731563422,0.02480477721635278,0.05382009785472337,0.025245441795231416,0.056978967495219884,0.02437902483900644,0.05826397146254459,0.02521779000458505
11004,0.07407407407407407,0.047954866008462625,0.07891109579600275,0.04921077065923862,0.07653233999322723,0.04925650557620818,0.07600950118764846,0.05197215777262181,0.09513274336283185,0.05695911805236564,0.0899510726383139,0.05750350631136045,0.08565965583173996,0.05657773689052438,0.08640507332540626,0.05639614855570839
11006,0.008916323731138546,0.005641748942172073,0.009303928325292901,0.007892293407613741,0.009481882831019302,0.007899628252788104,0.012555140821174076,0.007424593967517401,0.014380530973451327,0.007349563619660083,0.013549115543846444,0.008415147265077139,0.01606118546845124,0.0078196872125115,0.015457788347205707,0.009170105456212746
12001,0.0,0.0023507287259050304,0.0,0.0032497678737233053,0.0,0.0027881040892193307,0.0,0.002320185614849188,0.0007374631268436578,0.002756086357372531,0.0,0.0023375409069658717,0.0,0.0018399264029438822,0.0,0.002751031636863824
12002,0.03909465020576132,0.0535966149506347,0.03790489317711923,0.055710306406685235,0.03894344734168642,0.05157992565055762,0.044451985069562265,0.05104408352668213,0.05235988200589971,0.05236564079007809,0.04930372600677456,0.056100981767180924,0.04321223709369025,0.05427782888684453,0.04954419342053112,0.05364511691884457
12003,0.013717421124828532,0.0230371415138693,0.022398345968297727,0.02924791086350975,0.02505926176769387,0.027881040892193308,0.024431625381744145,0.026450116009280742,0.016224188790560472,0.026182820395039046,0.017689123071132858,0.025245441795231416,0.01797323135755258,0.025298988040478382,0.01823226317875545,0.02521779000458505
13001,0.23113854595336078,0.2468265162200282,0.2133011716057891,0.2488393686165274,0.21503555706061633,0.25604089219330856,0.2375296912114014,0.2533642691415313,0.25147492625368734,0.2650436380339917,0.24237862250658637,0.2720897615708275,0.2187380497131931,0.2750689972401104,0.23028141101862862,0.27051811095827605
13002,0.0205761316872428,0.02773859896567936,0.022742935906271536,0.028783658310120707,0.024720623095157466,0.028345724907063198,0.026128266033254157,0.025986078886310906,0.028761061946902654,0.025264124942581533,0.029732781332329695,0.027115474520804116,0.03173996175908222,0.027138914443422264,0.03170828378913991,0.0270518110958276
13003,0.01577503429355281,0.012693935119887164,0.016884906960716747,0.012534818941504178,0.019979681679647816,0.01254646840148699,0.02002035968781812,0.012064965197215777,0.022492625368731565,0.011943040881947635,0.023710952201731274,0.012622720897615708,0.020650095602294454,0.012419503219871205,0.019421323820848196,0.013296652911508482
13005,0.016117969821673524,0.024447578749412318,0.01791867677463818,0.02274837511606314,0.017947849644429394,0.023234200743494422,0.017305734645402103,0.022273781902552203,0.024705014749262538,0.022048690858980247,0.025969138125705685,0.022907900888265546,0.02638623326959847,0.02207911683532659,0.027348394768133173,0.022925263640531865
13006,0.0075445816186556925,0.008932769158439116,0.008270158511371467,0.008820798514391829,0.008465966813410091,0.008364312267657992,0.00848320325755005,0.00788863109048724,0.009587020648967551,0.008727606798346348,0.010538200978547234,0.009350163627863487,0.010707456978967494,0.00827966881324747,0.01109789932619897,0.00871160018340211
13008,0.00411522633744856,0.012223789374706159,0.005168849069607168,0.01160631383472609,0.006772773450728073,0.011152416356877323,0.014591109602986088,0.01160092807424594,0.01733038348082596,0.011483693155718878,0.018441851712457658,0.012622720897615708,0.019120458891013385,0.011499540018399264,0.020610384462940945,0.012838147638697846
13009,0.013374485596707819,0.024917724494593323,0.014817367332873881,0.028319405756731662,0.014900101591601761,0.02741635687732342,0.01493043773328809,0.02505800464037123,0.016592920353982302,0.0316949931097841,0.017689123071132858,0.031323048153342685,0.022944550669216062,0.03357865685372585,0.02497027348394768,0.03163686382393398
14001,0.029492455418381344,0.04372355430183357,0.04514128187456926,0.04596100278551532,0.044700304774805286,0.04321561338289963,0.042416016287750255,0.04361948955916473,0.04682890855457227,0.04823151125401929,0.04704554008280015,0.05002337540906966,0.05277246653919694,0.050597976080956765,0.05667855727308759,0.051811095827602016
15001,0.05864197530864197,0.038551951104842504,0.06340454858718125,0.0403899721448468,0.06671181848967152,0.03949814126394052,0.06990159484221242,0.038051044083526685,0.08333333333333333,0.037666513550757924,0.08656379375235228,0.03693314633006078,0.08680688336520076,0.037258509659613616,0.089179548156956,0.03943145346171481
15002,0.08573388203017833,0.08838740009402915,0.08580289455547899,0.08774373259052924,0.08161192008127328,0.07992565055762081,0.08483203257550051,0.08074245939675175,0.08112094395280237,0.07808911345888837,0.08129469326307866,0.07900888265544646,0.07686424474187381,0.08187672493100276,0.07808164883075704,0.08161393856029345
